Id Tiny;Ref. Pai;Código;Embalagem;Quantidade embalagem;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220620;;2382-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220616;;2384-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220635;;2390-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220649;;2386-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220653;;2388-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220645;;2382-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220641;;2384-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
940220657;;2390-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2233;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2239;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2219;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2224;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2244;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2225;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2235;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2210;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2220;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2240;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2232;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2238;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2217;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2223;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2243;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2226;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2226-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2226-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2226-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2226-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2236;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2214;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2221;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2241;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
895051647;;220X;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
895077717;;223X;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2230;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2230-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2230-3;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2230-4;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2237;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2215;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2222;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2242;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;438;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;183;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;186;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;191;EMB-015;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;220;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;221;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;220;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;221;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;748;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;848;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;748;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;848;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;848;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926549271;;PM-0223P;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926549277;;PM-0223A;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
926549274;;PM-0223VM;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;128;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
896864805;;128VD;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
896864799;;128VM;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;128A;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;128B;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
939310452;;128C;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
896864796;;128R;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948899;;431VM;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948812;;431A;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948872;;431VD;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948839;;431R;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;431;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923110021;;PM-1039;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923163025;;PM-1039P;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923163031;;PM-1039BG;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923163028;;PM-1039B;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
915378560;;PM-1040;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923234656;;PM-1040P;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923234662;;PM-1040BG;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
923234659;;PM-1040B;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943449;;432R;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943458;;432VD;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;432C;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943432;;432A;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943479;;432VM;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;432;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;406;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;407;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;64;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;228;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8241;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8241DO;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;241DO;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940268;;241DOVD;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940296;;241DOR;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940305;;241DOC;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940282;;241DOVM;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;241;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940354;;241C;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940320;;241VD;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940333;;241VM;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891940345;;241R;EMB-016;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;421;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;249;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;0249-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;7235;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8235;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;9235;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;18;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
897604440;;8018A;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8018;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
897604436;;8018VD;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
897604433;;8018R;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
899504169;;8018VM;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;58;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8058;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
899542092;;8058VD;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
899542101;;8058VM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
899542095;;8058A;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
899542089;;8058R;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223947;;8058-AR;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223925;;8058-VDVD;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223922;;8058-VDVM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223944;;8058-AB;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223932;;8058-VDR;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223959;;8058-RR;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223962;;8058-RB;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223937;;8058-VDB;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223929;;8058-VDA;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223968;;8058-VMVM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223953;;8058-BB;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223965;;8058-RVM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223956;;8058-BVM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223950;;8058-AVM;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900223941;;8058-AA;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900231735;;8058-VDVMAB;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
900231650;;8058-4;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;423;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;59;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;62;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;5249;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;5226;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;5252;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;249;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;226;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;252;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;15;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;8015;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;157;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;246566;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24333435;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24363738;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24242526;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24272829;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24303132;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912224504;;2423ABC;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;2423;24252426;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;24312432;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2432;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2467;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2435;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2430;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2431;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943338;;243X;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2434;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2426;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2429;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2438;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2466;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2433;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2469;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2470;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891943378;;2430X;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2461;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2425;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2464;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2428;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2465;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;246869;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2473;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2424;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2437;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2427;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2436;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942629;;2430-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2460;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;245960;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;243334;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;243031;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942644;;2433-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2468;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932604679;2423;24252426-2;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2463;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932604677;;24282429-2;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932604681;;24312432-2;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932604683;;24342435-2;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932604685;;24372438-2;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088063;;2432-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088057;;243X-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942600;;2424-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;246263;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;242425;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088063;;2432-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2472;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088066;;2435-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088066;;2435-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088075;;2426-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2431-3;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2459;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;247172;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942556;;2427-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;242728;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2434-3;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2425-3;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088072;;2429-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088072;;2429-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088069;;2438-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088069;;2438-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2428-3;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2437-3;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;247172;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942556;;2427-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;242728;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942769;;2434-2;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942807;;2425-2;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088072;;2429-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088072;;2429-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088069;;2438-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088069;;2438-2;EMB-027;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942792;;2428-2;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942781;;2437-2;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942526;;2436-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942470;;2423X-2;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2462;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;243637;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942712;;2430-4;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942721;;2433-4;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942701;;2424-4;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942694;;2427-4;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143722;;2432-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942684;;2436-4;EMB-014;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891950542;;2431-4;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891950549;;2434-4;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891950535;;2425-4;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143716;;243X-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143724;;2435-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143730;;2426-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143728;;2429-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891950524;;2428-4;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2471;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891950556;;2437-4;EMB-020;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912143726;;2438-4;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
912088075;;2426-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2167;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2168;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2165;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2166;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2169;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2080;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2085;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2070;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2075;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2090;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
930269419;;868788-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
930269421;;919293-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
930269423;;767778-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
930269427;;818283-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
930269425;;717273-2;EMB-007;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2083;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2088;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2073;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2078;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2093;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2084;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2089;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2074;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2079;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2094;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2081;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2086;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2071;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2076;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2091;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942955;;210X;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;208687;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;209192;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;207172;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;207677;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;208182;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2082;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2087;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2072;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2077;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2092;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891942833;;211X;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927671767;;2080-2;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927671737;;2085-2;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927671761;;2070-2;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927671753;;2075-2;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
927671746;;2090-2;EMB-008;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929817844;;2083-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929817850;;2088-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929817846;;2073-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929817848;;2078-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
929817852;;2093-2;EMB-012;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038268;;2089-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038266;;2079-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038270;;2094-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038272;;2084-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
932038264;;2074-2;EMB-028;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948388;;2081-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948235;;2078X-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948270;;2086-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948356;;2071-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948326;;2076-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948301;;2091-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
-;;2085-6;EMB-009;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948569;;208687-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948591;;209192-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948591;;209192-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948739;;208182-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948640;;207677-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
891948670;;207172-2;EMB-019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
